affiliation_id,affiliation_name,affiliation_country,affiliation_city
118588793,Department of Grassland and Livestock,Norway,As
118589639,Universitas Fampung,Indonesia,Bandar Lampung
118589657,Blue Roof Life Space,South Africa,Durban
118589890,Faculty of Social Science and Politic,Indonesia,
118590217,MEDderm Asia Clinic and Laser Surgicentre,Philippines,San Juan
118590413,Assessment Institute for Agricultural Technology (AIAT) South Sumatra,Indonesia,
118590486,Faculty of Agriculture,Indonesia,Kuala
118590750,"InangLupa Movement,Inc.",Philippines,Quezon City
118590958,International Rice Research Institute (IRRI),Myanmar,
118591356,Jardín Botánico de Bogotá José Celestino Mutis,Colombia,Bogota
118591444,Central Philippines University,Philippines,Iloilo
118591558,Modi Clinic Nursing and Maternity Home,India,Vadodara
118591609,Ministry of Transport and Communications,Myanmar,
118591824,St. Benedict Diocesan Seminary,Philippines,
118595186,Taramani,India,Chennai
118595581,Centre for Psychological Medicine,Malaysia,Serdang
118599826,Department of Medical Genetics and Molecular Diagnostic Laboratory,China,Shanghai
118601278,College of Computer University,Philippines,Quezon City
118602103,Osaka Women's and Children's Hospital,Japan,Izumi
118602270,Division of Hercules Incorporated,Denmark,Lille Skensved
118602334,BioAssets Corporation,Philippines,
118602350,WHO,Philippines,
118603838,Veterinary Public Health and Food Safety Centre for Asia Pacific and Excellent Center of Veterinary Public Health,Thailand,Chiang Mai
118604650,Research Division Agroecology and Environment,Switzerland,Zurich
118604731,Marine Mammal Research and Stranding Laboratory,Philippines,Quezon City
118605170,Chemotherapy Department #1,Belarus,Minsk
118605257,Transkarpathian Regional University Oncology Clinic,Ukraine,Uzhorod
118605727,Tarlac City School Division,Philippines,
118606088,Surgical Department,Ukraine,
118607266,College of Sciences,Philippines,
118607674,San Nicolas Elementary School,Philippines,
118608034,Faculty of Behavioral and Social Sciences,Philippines,Manila
118608247,Department of Orthopaedic Surgery,Philippines,Tuguegarao
118609589,Chemistry and Environment,Viet Nam,Vinh
118609850,NMSM Government College Kalpetta,India,
118609882,Institut de Recherche Clinique du Bénin,Benin,Cotonou
118609891,Institute of Health and Ageing,Australia,
118609893,Debre Berhane University,Ethiopia,
118609965,YBank,United States,Cambridge
118610014,Conde de Valenciana Institute of Ophthalmology,Mexico,Mexico City
118610058,Direction du District Sanitaire de Haho,Togo,
118610082,Public Health Dynamics Laboratory,United States,
118610119,Center for Public Health Sciences,Japan,
118610142,Exposure Assessment and Environmental Health Indicators,Germany,Berlin
118610148,Instituto de Investigaciones Cientifi cas y Servicios de Alta Tecnologia - INDICASAT-AIP,Panama,
118610164,Centre for Disease Burden,Norway,Oslo
118610169,Unidade de Saúde Pública,Portugal,Porto
118610186,College of Health and Medical Sciences,Ethiopia,Harar
118610203,Swiss Research Institute of Public Health and Addiction,Switzerland,
118610218,Alcohol and Drug Research Western Norway,Norway,
118610262,Parakou,Benin,
118611329,Plant Nutrition Group,Germany,Bonn
118612136,GrainPro Philippines Inc,Philippines,
118613126,Nha Trang University,Viet Nam,Nha Trang
118613424,Ospital ng Palawan,Philippines,
118613497,Pineta Grande Private Hospital,Italy,
118616860,Clinical Pharmacy Unit,Ethiopia,Makale
118617077,Discovery Sciences,United States,Menlo Park
118617603,Independent Fisheries Consultant,Philippines,Quezon City
118618017,Bureau of Soils of Soils and Water Management,Philippines,
118618825,OIC Division Head,Philippines,Quezon City
118621712,Health and HIV Implementation Services Provider,Papua New Guinea,Port Moresby
118622053,Ministry of Health,Jordan,Zarqa
118625173,Hepatitis,United States,"Washington, D.C."
118626928,FILINVEST Corporate City,Philippines,
118627259,Mayor Alfred's Social Action Health Service Unit (MASA),Philippines,Manila
118631322,Department of Cancer Prevention,Poland,Warsaw
118636195,Department of History,Philippines,Manila
118636857,Pontificial Catholic University of Rio Grande do Sul (PUCRS),Brazil,Fortaleza
118636869,CSK Research Solutions,Tanzania,Dar Es Salaam
118636953,Buddhism for Health,Cambodia,Phnom Penh
118642039,Chea Sim University of Kamchaymear,Cambodia,Phnom Penh
118642296,AI Singapore,Singapore,Singapore City
118642759,Universitas Internasional Semen Indonesia,Indonesia,"Gresik, Jawa Timur"
118642943,Minister of State for Environment and Energy,Maldives,
118643695,Cullat,Philippines,
118643734,Matagbac,Philippines,
118643746,Villa Bobby,France,
118644242,Department of Natural Sciences,Philippines,
118644243,Mineral Resources Management Research and Training Center,Philippines,
118644244,Department of Agricultural and Soil Science,Philippines,
118647925,Francis S. Morales Resource Center for Environmental Resilience,Philippines,
118647943,Pamantasang de la Salle,Philippines,Manila
118651403,Department of Biopharmaceutics and Clinical Pharmacy,Jordan,Amman
118651906,University of Sinú,Colombia,Cartagena
118653701,Department of Social and Behavioral Sciences,United States,New York
118659461,"School of Earth, Environmental and Marine Sciences",United States,Brownsville
118660855,Crowd Watch Africa,Zambia,Lusaka
118660864,Institute of Health Informatics,United Kingdom,
118660951,Surigao City National High School San Juan,Philippines,San Juan
118660954,Samoa Fa'afafine Association,Samoa,
118660996,Masikhay MicroPlants Nursery,Philippines,Laguna
118661035,Alcohol,South Africa,Cape Town
118661110,Visayas Region (Bacolod),Philippines,Quezon City
118661153,EPIUnit - Institute of Public Health,Portugal,
118661207,"UnionHealth Associates, LLC",United States,St. Louis
118661274,Philippine American Physiatrist Association,United States,Tacoma
118661483,Visayas Region (Burauen),Philippines,Quezon City
118661534,Visayas Region (Tacloban),Philippines,Quezon City
118661607,Laboratoire d'Etudes et de Recherche-Action en Santé (LERAS Afrique),Benin,
118662346,Crops Research Division,Philippines,Laguna
118662732,Department of Radiology,Brazil,Fortaleza
118663116,Gerencia de Materiales y Procesos Químicos,Mexico,Cuernavaca
118663407,"Institute of Infection, Veterinary and Ecological Sciences",United Kingdom,Liverpool
118664106,Saint James School of Medicine,Anguilla,Lagos
118664336,Syngenta India Ltd.,India,Karnal
118664663,Contect International Health Consultants,Pakistan,Lahore
118664704,Health Protection Agency,Italy,Milan
118664885,Agteca-Amazonica,Bolivia,Santa Cruz
118665000,Wolaita Soda University,Ethiopia,
118666709,Department of Botany and Plant Pathology and Purdue Center for Plant Biology,United States,West Lafayette
118667289,Department of Transdisciplinary Science and Engineering,Japan,Tokyo
118667777,Section of Adult Critical Care,Philippines,Pasig
118667825,Neurosciences Division,India,Kolkata
118667912,Everlasting Nature of Asia (ELNA),Japan,Tokyo
118667974,Cebu Orthopaedic Institute,Philippines,
118668417,Phramongkuthklao Army Hospital,Thailand,Bangkok
118670014,Drug and Cosmetics Excellence Center,Thailand,
118670379,Immunology Section,Spain,Madrid
118671347,Department of Computer Science and Engineering,India,Visakhapatnam
118673417,National Council for Science and Technology,Mexico,Cuernavaca
118674032,Regional Field Office 4B,Philippines,Quezon City
118674143,Sickle Cell Foundation of Ghana,Ghana,Accra
118674182,Airlargga University,Indonesia,Surabaya
118674466,Cavite State University - Indang,Philippines,
118674473,Academy of Policy and Development (APD),Viet Nam,Hanoi
118674571,Kilte Awlaelo-Health and Demographic Surveillance Site,Ethiopia,Makale
118675844,College of Engineering and Technology,Philippines,San Juan
118677401,Department of Cardiovascular Medicine,United States,Scottsdale
118678308,Faculty of Medicine,Uruguay,
118678337,Centre for Global Child Health,Canada,
118678389,Ilocos Training and Regional Medical Center,Philippines,Union
118678403,Holmusk,Singapore,Singapore City
118678487,Social Development and Governance Division,Philippines,Manila
118679008,Center for Youth Mental Health,Australia,
118679505,Asian Development Bank in Manila,Philippines,Manila
118681011,AZ St-Lucas,Belgium,Ghent
118681207,Economic Association Building,Bangladesh,Dhaka
118681428,Raleigh Neurosurgical Clinic,Philippines,Manila
118681477,Oil Spill Response Program,Philippines,
118681596,Vector Borne Disease Control Unit,Vanuatu,
118681614,Carolina Ear and Hearing Clinic,Philippines,Manila
118681983,Carolina Neuroscience Institute,Philippines,Manila
118682265,Takano Hospital,Philippines,
118682588,Camp Phillips,Philippines,
118682768,Operation Smile Morocco,Morocco,Casablanca
118683002,WHO Office of the Representative for the South Pacific and Division of Pacific Technical Support,Fiji,Suva
118685989,Kurashiki,Japan,Okayama
118686612,Agrivet Sciences Institute De,Philippines,Manila
118686613,Department of Otolaryngology-Head and Neck Surgery,Philippines,Manila
118686896,Forester-Guest Lecturer of Community-Based Ecotourism Management,Philippines,Batangas City
118686899,Faculty of Languages and Social Sciences,Philippines,Batangas City
118687605,Network for Improving Critical Care Systems and Training,Sri Lanka,Colombo
118690228,Coordinador del Bosque Protector Río Guajalito,Ecuador,Quito
118690364,B-Change Foundation,,
118690886,CBSUA,Philippines,
118690915,Centro Médico Dalinde,Mexico,
118691145,MindWorks Psychology and Counselling Centre,Malaysia,
118691992,Instituto Florestal de São Paulo,Brazil,Sao Paulo
118694182,Institute of Tropical Agriculture and Food Security,Malaysia,Serdang
118695996,Center for Dermatology and Cosmetic Laser Surgery,United States,Plano
118700149,"Philippine Nursing Research Society, Inc.",Philippines,
118700184,"Philippine Nurses Association, Inc.",Philippines,
118700225,PNA Program,Philippines,
118700240,"International Center for Diarrhoeal Diseases Research Bangladesh (icddr,b)",Bangladesh,
118700347,Association of Deans of Philippine Colleges of Nursing,Philippines,
118700411,PRC-Board of Nursing,Philippines,
118700448,First Filipino Saint Hospital,Philippines,
118700570,City Health Office of Imus,Philippines,
118700586,Meycauayan Doctors Hospital,Philippines,
118700605,"Costumer Philippines, Inc.",Philippines,
118700619,PJN,Philippines,
118700655,BGR,Jordan,Amman
118700829,PNA,Philippines,
118700835,University Baguio City,Philippines,
118700857,Internal Medicine Ward of Adela Serra Ty Memorial Medical Center,Philippines,
118700881,PNA Disaster Preparedness Committee,Philippines,
118700905,Amang Rodriguez Medical Center,Philippines,
118700928,Valenzuela Medical Center,Philippines,
118701023,Northern Luzon Adventist College,Philippines,
118701113,Del Pilar Academy,Philippines,
118701576,Our Lady of Fatima University (OLFU),Philippines,
118701599,Cordillera Administrative Region,Philippines,
118701623,"United Imus Doctors, Inc.",Philippines,
118703588,Department of Environmental Sciences,Philippines,Munoz
118703589,Institute of Nursing,Philippines,Manila
118703590,Faculty,Philippines,Manila
118704526,Australian Government Department of Agriculture,Australia,Cairns
118707322,Infection and Immunity,Australia,Melbourne
118707471,Department of Twin Research & Genetic Epidemiology,United Kingdom,London
118709009,Department of General Practice,China,Shanghai
118710230,"Texas Instrument Philippines, Incorporated",Philippines,Angeles
118710834,Medical City and UERM Hospital,Philippines,Manila
118711096,National Marine Fisheries service,Philippines,Newport
118712686,Country Analysis and Forecasts Unit,Italy,Milan
118714583,Forest Science Building,Philippines,Los Banos
118719578,Patient Advocate Foundation,United States,Hampton
118726933,Ilocos Sur Community College,Philippines,
118726939,PNA National Department of Research,Philippines,Manila
118727340,University Learning Resource Center,Philippines,Bayombong
118727576,Health Welfare,Philippines,
118727676,National Metrology Laboratory of the Philippines (NML-PHIL),Philippines,Manila
118727741,Union Christan College-La,Philippines,Union
118727850,"Maternal and Child Nursing Association of the Philippines (MCNAP), Philippine Nurses's Association (PNA), Asia Pacific Hospice Palliative Care Network (APHN)",Philippines,
118728118,Research Ethics Board,Philippines,Manila
118728789,Library and Information Science Department,Philippines,Bayombong
118729790,Global Science,United States,Arlington
118729867,Graduate School of Sciences and Technology for Innovation,Japan,Yamaguchi
